state,row_no,organization,recipient_type,recipient_type_confidence,is_hospital_or_system,invitation_date,award_made,amount_published,agreement_executed,role,note,source_document_title,state_source_url,source_archive_path
ME,1,Cary Medical Center,HOSPITAL_OR_SYSTEM,HIGH,TRUE,2026-07-31,No,No,No,Invited participant in the Rural Hospital Efficiency Fund cohort. DHHS 'identified and invited' the eleven from an analysis of Maine Health Data Organization financial data; they did not apply.,"AN INVITED COHORT, NOT AN AWARD (§0.3). DHHS's sub-headline is 'Eleven rural hospitals INVITED TO RECEIVE funding and technical assistance'. The State's own RHTP Advisory Committee deck of 2026-08-05 says 'Eligible hospitals to participate in this cohort identified' and 'Award amount and approved budget will be confirmed AFTER START OF PARTICIPATION in the HE Cohort', against a timeline whose 'HE Cohort begins' milestone is SEPTEMBER and whose 'Funding approved and provided' milestone is FALL/WINTER. The $30M pool is published in two phases -- ~$3M 'distributed among participating hospitals' for staff time and ~$27M 'available to support APPROVED hospital-identified efficiency projects' -- and DHHS divides neither. RCJ carries all eleven as Tier 3 awards at $1 each.",Maine DHHS Releases $30 Million to Strengthen Rural Hospital Resiliency,https://www.maine.gov/dhhs/news/maine-dhhs-releases-30-million-strengthen-rural-hospital-resiliency-2026-07-31,data/evidence/ME/2026-07-31_me_dhhs_rural_hospital_resiliency.html
ME,2,MaineHealth Franklin Hospital,HOSPITAL_OR_SYSTEM,HIGH,TRUE,2026-07-31,No,No,No,Invited participant in the Rural Hospital Efficiency Fund cohort. DHHS 'identified and invited' the eleven from an analysis of Maine Health Data Organization financial data; they did not apply.,"AN INVITED COHORT, NOT AN AWARD (§0.3). DHHS's sub-headline is 'Eleven rural hospitals INVITED TO RECEIVE funding and technical assistance'. The State's own RHTP Advisory Committee deck of 2026-08-05 says 'Eligible hospitals to participate in this cohort identified' and 'Award amount and approved budget will be confirmed AFTER START OF PARTICIPATION in the HE Cohort', against a timeline whose 'HE Cohort begins' milestone is SEPTEMBER and whose 'Funding approved and provided' milestone is FALL/WINTER. The $30M pool is published in two phases -- ~$3M 'distributed among participating hospitals' for staff time and ~$27M 'available to support APPROVED hospital-identified efficiency projects' -- and DHHS divides neither. RCJ carries all eleven as Tier 3 awards at $1 each.",Maine DHHS Releases $30 Million to Strengthen Rural Hospital Resiliency,https://www.maine.gov/dhhs/news/maine-dhhs-releases-30-million-strengthen-rural-hospital-resiliency-2026-07-31,data/evidence/ME/2026-07-31_me_dhhs_rural_hospital_resiliency.html
ME,3,Houlton Regional Hospital,HOSPITAL_OR_SYSTEM,HIGH,TRUE,2026-07-31,No,No,No,Invited participant in the Rural Hospital Efficiency Fund cohort. DHHS 'identified and invited' the eleven from an analysis of Maine Health Data Organization financial data; they did not apply.,"AN INVITED COHORT, NOT AN AWARD (§0.3). DHHS's sub-headline is 'Eleven rural hospitals INVITED TO RECEIVE funding and technical assistance'. The State's own RHTP Advisory Committee deck of 2026-08-05 says 'Eligible hospitals to participate in this cohort identified' and 'Award amount and approved budget will be confirmed AFTER START OF PARTICIPATION in the HE Cohort', against a timeline whose 'HE Cohort begins' milestone is SEPTEMBER and whose 'Funding approved and provided' milestone is FALL/WINTER. The $30M pool is published in two phases -- ~$3M 'distributed among participating hospitals' for staff time and ~$27M 'available to support APPROVED hospital-identified efficiency projects' -- and DHHS divides neither. RCJ carries all eleven as Tier 3 awards at $1 each.",Maine DHHS Releases $30 Million to Strengthen Rural Hospital Resiliency,https://www.maine.gov/dhhs/news/maine-dhhs-releases-30-million-strengthen-rural-hospital-resiliency-2026-07-31,data/evidence/ME/2026-07-31_me_dhhs_rural_hospital_resiliency.html
ME,4,MaineGeneral Medical Center – Alfond Center for Health,HOSPITAL_OR_SYSTEM,HIGH,TRUE,2026-07-31,No,No,No,Invited participant in the Rural Hospital Efficiency Fund cohort. DHHS 'identified and invited' the eleven from an analysis of Maine Health Data Organization financial data; they did not apply.,"AN INVITED COHORT, NOT AN AWARD (§0.3). DHHS's sub-headline is 'Eleven rural hospitals INVITED TO RECEIVE funding and technical assistance'. The State's own RHTP Advisory Committee deck of 2026-08-05 says 'Eligible hospitals to participate in this cohort identified' and 'Award amount and approved budget will be confirmed AFTER START OF PARTICIPATION in the HE Cohort', against a timeline whose 'HE Cohort begins' milestone is SEPTEMBER and whose 'Funding approved and provided' milestone is FALL/WINTER. The $30M pool is published in two phases -- ~$3M 'distributed among participating hospitals' for staff time and ~$27M 'available to support APPROVED hospital-identified efficiency projects' -- and DHHS divides neither. RCJ carries all eleven as Tier 3 awards at $1 each.",Maine DHHS Releases $30 Million to Strengthen Rural Hospital Resiliency,https://www.maine.gov/dhhs/news/maine-dhhs-releases-30-million-strengthen-rural-hospital-resiliency-2026-07-31,data/evidence/ME/2026-07-31_me_dhhs_rural_hospital_resiliency.html
ME,5,Millinocket Regional Hospital,HOSPITAL_OR_SYSTEM,HIGH,TRUE,2026-07-31,No,No,No,Invited participant in the Rural Hospital Efficiency Fund cohort. DHHS 'identified and invited' the eleven from an analysis of Maine Health Data Organization financial data; they did not apply.,"AN INVITED COHORT, NOT AN AWARD (§0.3). DHHS's sub-headline is 'Eleven rural hospitals INVITED TO RECEIVE funding and technical assistance'. The State's own RHTP Advisory Committee deck of 2026-08-05 says 'Eligible hospitals to participate in this cohort identified' and 'Award amount and approved budget will be confirmed AFTER START OF PARTICIPATION in the HE Cohort', against a timeline whose 'HE Cohort begins' milestone is SEPTEMBER and whose 'Funding approved and provided' milestone is FALL/WINTER. The $30M pool is published in two phases -- ~$3M 'distributed among participating hospitals' for staff time and ~$27M 'available to support APPROVED hospital-identified efficiency projects' -- and DHHS divides neither. RCJ carries all eleven as Tier 3 awards at $1 each.",Maine DHHS Releases $30 Million to Strengthen Rural Hospital Resiliency,https://www.maine.gov/dhhs/news/maine-dhhs-releases-30-million-strengthen-rural-hospital-resiliency-2026-07-31,data/evidence/ME/2026-07-31_me_dhhs_rural_hospital_resiliency.html
ME,6,Mount Desert Island Hospital,HOSPITAL_OR_SYSTEM,HIGH,TRUE,2026-07-31,No,No,No,Invited participant in the Rural Hospital Efficiency Fund cohort. DHHS 'identified and invited' the eleven from an analysis of Maine Health Data Organization financial data; they did not apply.,"AN INVITED COHORT, NOT AN AWARD (§0.3). DHHS's sub-headline is 'Eleven rural hospitals INVITED TO RECEIVE funding and technical assistance'. The State's own RHTP Advisory Committee deck of 2026-08-05 says 'Eligible hospitals to participate in this cohort identified' and 'Award amount and approved budget will be confirmed AFTER START OF PARTICIPATION in the HE Cohort', against a timeline whose 'HE Cohort begins' milestone is SEPTEMBER and whose 'Funding approved and provided' milestone is FALL/WINTER. The $30M pool is published in two phases -- ~$3M 'distributed among participating hospitals' for staff time and ~$27M 'available to support APPROVED hospital-identified efficiency projects' -- and DHHS divides neither. RCJ carries all eleven as Tier 3 awards at $1 each.",Maine DHHS Releases $30 Million to Strengthen Rural Hospital Resiliency,https://www.maine.gov/dhhs/news/maine-dhhs-releases-30-million-strengthen-rural-hospital-resiliency-2026-07-31,data/evidence/ME/2026-07-31_me_dhhs_rural_hospital_resiliency.html
ME,7,Northern Light AR Gould Hospital,HOSPITAL_OR_SYSTEM,HIGH,TRUE,2026-07-31,No,No,No,Invited participant in the Rural Hospital Efficiency Fund cohort. DHHS 'identified and invited' the eleven from an analysis of Maine Health Data Organization financial data; they did not apply.,"AN INVITED COHORT, NOT AN AWARD (§0.3). DHHS's sub-headline is 'Eleven rural hospitals INVITED TO RECEIVE funding and technical assistance'. The State's own RHTP Advisory Committee deck of 2026-08-05 says 'Eligible hospitals to participate in this cohort identified' and 'Award amount and approved budget will be confirmed AFTER START OF PARTICIPATION in the HE Cohort', against a timeline whose 'HE Cohort begins' milestone is SEPTEMBER and whose 'Funding approved and provided' milestone is FALL/WINTER. The $30M pool is published in two phases -- ~$3M 'distributed among participating hospitals' for staff time and ~$27M 'available to support APPROVED hospital-identified efficiency projects' -- and DHHS divides neither. RCJ carries all eleven as Tier 3 awards at $1 each.",Maine DHHS Releases $30 Million to Strengthen Rural Hospital Resiliency,https://www.maine.gov/dhhs/news/maine-dhhs-releases-30-million-strengthen-rural-hospital-resiliency-2026-07-31,data/evidence/ME/2026-07-31_me_dhhs_rural_hospital_resiliency.html
ME,8,Northern Light CA Dean Hospital,HOSPITAL_OR_SYSTEM,HIGH,TRUE,2026-07-31,No,No,No,Invited participant in the Rural Hospital Efficiency Fund cohort. DHHS 'identified and invited' the eleven from an analysis of Maine Health Data Organization financial data; they did not apply.,"AN INVITED COHORT, NOT AN AWARD (§0.3). DHHS's sub-headline is 'Eleven rural hospitals INVITED TO RECEIVE funding and technical assistance'. The State's own RHTP Advisory Committee deck of 2026-08-05 says 'Eligible hospitals to participate in this cohort identified' and 'Award amount and approved budget will be confirmed AFTER START OF PARTICIPATION in the HE Cohort', against a timeline whose 'HE Cohort begins' milestone is SEPTEMBER and whose 'Funding approved and provided' milestone is FALL/WINTER. The $30M pool is published in two phases -- ~$3M 'distributed among participating hospitals' for staff time and ~$27M 'available to support APPROVED hospital-identified efficiency projects' -- and DHHS divides neither. RCJ carries all eleven as Tier 3 awards at $1 each.",Maine DHHS Releases $30 Million to Strengthen Rural Hospital Resiliency,https://www.maine.gov/dhhs/news/maine-dhhs-releases-30-million-strengthen-rural-hospital-resiliency-2026-07-31,data/evidence/ME/2026-07-31_me_dhhs_rural_hospital_resiliency.html
ME,9,Northern Maine Medical Center,HOSPITAL_OR_SYSTEM,HIGH,TRUE,2026-07-31,No,No,No,Invited participant in the Rural Hospital Efficiency Fund cohort. DHHS 'identified and invited' the eleven from an analysis of Maine Health Data Organization financial data; they did not apply.,"AN INVITED COHORT, NOT AN AWARD (§0.3). DHHS's sub-headline is 'Eleven rural hospitals INVITED TO RECEIVE funding and technical assistance'. The State's own RHTP Advisory Committee deck of 2026-08-05 says 'Eligible hospitals to participate in this cohort identified' and 'Award amount and approved budget will be confirmed AFTER START OF PARTICIPATION in the HE Cohort', against a timeline whose 'HE Cohort begins' milestone is SEPTEMBER and whose 'Funding approved and provided' milestone is FALL/WINTER. The $30M pool is published in two phases -- ~$3M 'distributed among participating hospitals' for staff time and ~$27M 'available to support APPROVED hospital-identified efficiency projects' -- and DHHS divides neither. RCJ carries all eleven as Tier 3 awards at $1 each.",Maine DHHS Releases $30 Million to Strengthen Rural Hospital Resiliency,https://www.maine.gov/dhhs/news/maine-dhhs-releases-30-million-strengthen-rural-hospital-resiliency-2026-07-31,data/evidence/ME/2026-07-31_me_dhhs_rural_hospital_resiliency.html
ME,10,MaineHealth Pen Bay Hospital,HOSPITAL_OR_SYSTEM,HIGH,TRUE,2026-07-31,No,No,No,Invited participant in the Rural Hospital Efficiency Fund cohort. DHHS 'identified and invited' the eleven from an analysis of Maine Health Data Organization financial data; they did not apply.,"AN INVITED COHORT, NOT AN AWARD (§0.3). DHHS's sub-headline is 'Eleven rural hospitals INVITED TO RECEIVE funding and technical assistance'. The State's own RHTP Advisory Committee deck of 2026-08-05 says 'Eligible hospitals to participate in this cohort identified' and 'Award amount and approved budget will be confirmed AFTER START OF PARTICIPATION in the HE Cohort', against a timeline whose 'HE Cohort begins' milestone is SEPTEMBER and whose 'Funding approved and provided' milestone is FALL/WINTER. The $30M pool is published in two phases -- ~$3M 'distributed among participating hospitals' for staff time and ~$27M 'available to support APPROVED hospital-identified efficiency projects' -- and DHHS divides neither. RCJ carries all eleven as Tier 3 awards at $1 each.",Maine DHHS Releases $30 Million to Strengthen Rural Hospital Resiliency,https://www.maine.gov/dhhs/news/maine-dhhs-releases-30-million-strengthen-rural-hospital-resiliency-2026-07-31,data/evidence/ME/2026-07-31_me_dhhs_rural_hospital_resiliency.html
